bp_pos,sample,normalized_fluorescent_units,stage,species,system,timepoint,treatment,line
2020.0,B1: T0_V6.5suclG4-Muh,0.902105859322574,mESC,mouse,2D,0.0,NONE,V6.5_F1G4
2040.0,B1: T0_V6.5suclG4-Muh,0.8993613248561544,mESC,mouse,2D,0.0,NONE,V6.5_F1G4
2060.0,B1: T0_V6.5suclG4-Muh,0.8988809236112472,mESC,mouse,2D,0.0,NONE,V6.5_F1G4
2080.0,B1: T0_V6.5suclG4-Muh,0.902426844907736,mESC,mouse,2D,0.0,NONE,V6.5_F1G4
2100.0,B1: T0_V6.5suclG4-Muh,0.903228539490044,mESC,mouse,2D,0.0,NONE,V6.5_F1G4
2120.0,B1: T0_V6.5suclG4-Muh,0.9028967825765208,mESC,mouse,2D,0.0,NONE,V6.5_F1G4
2140.0,B1: T0_V6.5suclG4-Muh,0.8993877915486987,mESC,mouse,2D,0.0,NONE,V6.5_F1G4
2160.0,B1: T0_V6.5suclG4-Muh,0.8885170592143928,mESC,mouse,2D,0.0,NONE,V6.5_F1G4
2180.0,B1: T0_V6.5suclG4-Muh,0.8778931441756765,mESC,mouse,2D,0.0,NONE,V6.5_F1G4
2200.0,B1: T0_V6.5suclG4-Muh,0.8693724079375333,mESC,mouse,2D,0.0,NONE,V6.5_F1G4
2220.0,B1: T0_V6.5suclG4-Muh,0.8618217067563712,mESC,mouse,2D,0.0,NONE,V6.5_F1G4
2240.0,B1: T0_V6.5suclG4-Muh,0.8580400472448927,mESC,mouse,2D,0.0,NONE,V6.5_F1G4
2260.0,B1: T0_V6.5suclG4-Muh,0.8561519872593036,mESC,mouse,2D,0.0,NONE,V6.5_F1G4
2280.0,B1: T0_V6.5suclG4-Muh,0.8566948622087053,mESC,mouse,2D,0.0,NONE,V6.5_F1G4
2300.0,B1: T0_V6.5suclG4-Muh,0.8583690343882658,mESC,mouse,2D,0.0,NONE,V6.5_F1G4
2320.0,B1: T0_V6.5suclG4-Muh,0.8529132026972268,mESC,mouse,2D,0.0,NONE,V6.5_F1G4
2340.0,B1: T0_V6.5suclG4-Muh,0.8482406004541622,mESC,mouse,2D,0.0,NONE,V6.5_F1G4
2360.0,B1: T0_V6.5suclG4-Muh,0.8396244610219633,mESC,mouse,2D,0.0,NONE,V6.5_F1G4
2380.0,B1: T0_V6.5suclG4-Muh,0.8333090773277048,mESC,mouse,2D,0.0,NONE,V6.5_F1G4
2400.0,B1: T0_V6.5suclG4-Muh,0.8316207485451551,mESC,mouse,2D,0.0,NONE,V6.5_F1G4
2420.0,B1: T0_V6.5suclG4-Muh,0.8291701174668753,mESC,mouse,2D,0.0,NONE,V6.5_F1G4
2440.0,B1: T0_V6.5suclG4-Muh,0.8254260037285415,mESC,mouse,2D,0.0,NONE,V6.5_F1G4
